空天姬预设,9.1475.202510110438
stell464,平钓》15~！@拍水~15！【？棱光鱼|45743】@专一【棱光鱼|45743】双提=引诱、不撒饵；//预设分级：有效的
stell465,耐心》16~！！+！！！华丽@拍水全部【占位】=收藏品、大尺寸、不收集；//预设分级：有效的
stell466,平钓【宇宙狼蛛|45954】》全部强力@拍水【？月岩藻|45749】=1【月巨骨舌鱼|45753】；1【蛋白石鳗|45752】；引诱、不撒饵；@阶段=》平钓【淡水万能机械臂|45955】》全部强力=1【月太阳鱼|45750】；引诱、不撒饵；@阶段=》平钓》！@拍水【任何】=引诱、不撒饵；《=《=//预设分级：有效的
stell467,大鱼》18~！！！@拍水~18！！【？月多鳍鱼|45758】=引诱、收藏品、大尺寸、不收集、不撒饵；//预设分级：有效的
stell468,大鱼》！！@拍水【？月碧玺原石|45763】@专一【月碧玺原石|45763】华丽=引诱、不撒饵、收藏品、大尺寸；@拍水后=》大鱼》！！华丽=引诱、不撒饵、收藏品、大尺寸；//预设分级：有效的
stell469,平钓【宇宙幼虫|45952】》！@拍水全部【蓝月鳅|45764、小跳鳅|45765】=1【蓝月鳅|45764】；1【小跳鳅|45765】；引诱、不撒饵；@阶段=》平钓【月球幼虫|45953】》！@拍水全部【蓝月鳅|45764】=1【月青铜琵琶鱼|45766】；引诱、不撒饵；@阶段=》平钓》！！@拍水【月青铜琵琶鱼|45766】=引诱、不撒饵；《=《=//预设分级：有效的
stell470,平钓》！！！三提@拍水全部【占位】@专一【无结构陨铁|45772】三提=引诱、不撒饵、多提；//预设分级：有效的
stell471,耐心》！！@拍水全部【占位】=引诱、不撒饵、收藏品、大尺寸、不收集；//预设分级：有效的
stell472,平钓》！！！三提@拍水！！【？月狼鱼|45782】@专一【月狼鱼|45782】=引诱、不撒饵；@鱼识=》平钓》！！！@拍水【月狼鱼|45782】=引诱、不撒饵；//预设分级：有效的
stell473,大鱼》16.5~！！@拍水~16.5！！【月长嘴鱲|45785】@专一【蹦跳星|45788】=引诱、不撒饵、收藏品、大尺寸；//预设分级：有效的
stell474,平钓》14~！三提@拍水全部【占位】=多提；//预设分级：有效的
stell475,大鱼》19.5~！！华丽@拍水！！【砷海水螅|45796】=引诱、收藏品、大尺寸、不收集、不撒饵；//预设分级：无错误
stell476,大鱼》22~！华丽@拍水！【月岩藻|45799】=不撒饵、鱼影、收藏品、大尺寸；//预设分级：有效的
stell477,大鱼》全部=2【任何】；收藏品、大尺寸、不收集、不撒饵；@阶段=》平钓》！！@拍水【求星鱼|45827】=不撒饵；@拍水后=》大鱼》30~！！=大鱼知识、不撒饵、鱼影、收藏品、大尺寸、不收集；《=//预设分级：有效的
stell478,耐心》全部//预设分级：需改进
stell479,现在还没有该任务的预设//预设分级：需改进
stell480,平钓》！！！三提@拍水全部【占位】=18【任何】；多提；@阶段=》平钓》全部《=//预设分级：有效的
stell481,平钓》15+29~！！！@拍水！！【？球睛威|45870】=引诱；//预设分级：有效的
stell482,现在还没有该任务的预设//预设分级：需改进
stell483,平钓【星蚯蚓|45962】》！！@拍水17~！【任何】=1【叹息月壤龟|45808】；引诱、不撒饵；@阶段=》平钓【宇宙水蛭|45964】》！！！@拍水14.5~！【月蝎|45804、月鞭|45805、月风花|45806】=1【硫磺水螅|45809】；引诱、不撒饵；@阶段=》平钓》7.5+13.5~9+17！@拍水~17+25！【月蝎|45804、月鞭|45805】=1【月风花|45806】；@阶段=》平钓【星蚯蚓|45962】》10+19.5~！@拍水！【月蝎|45804、月鞭|45805】=1【砷海鲌鱼|45807】；不撒饵；@阶段=》平钓》~9.5+17！@拍水【任何】《=《=《=《=//预设分级：最优化
stell483-1,平钓【星蚯蚓|45962】》！！@拍水！【砷海鲌鱼|45807】=1【叹息月壤龟|45808】；引诱、不撒饵；@阶段=》平钓【宇宙水蛭|45964】》！！！@拍水14.5~！【月蝎|45804、月鞭|45805、月风花|45806】=1【硫磺水螅|45809】；引诱、不撒饵；@阶段=》平钓》7.5+13.5~9+17！@拍水~17+25！【月蝎|45804、月鞭|45805】=1【月风花|45806】；@阶段=》平钓【星蚯蚓|45962】》10+19.5~！@拍水！【月蝎|45804、月鞭|45805】=1【砷海鲌鱼|45807】；不撒饵、银星；@阶段=》平钓》~9.5+17！@拍水【任何】=银星；《=《=《=《=//预设分级：最优化
stell484,耐心》！@拍水【？月明鱼|45844】》11.5~！！》！！+！！！=引诱、不撒饵、套娃；//预设分级：有效的
stell485,大鱼》！！！@拍水！！【月长嘴鱲|45811】=引诱、收藏品、大尺寸、不收集、不撒饵；//预设分级：有效的
stell486,平钓【月虫箱|45959】》！！@拍水【泪滴刀背鱼|45848】=1【泪滴刀背鱼|45848】；1【银月罗非鱼|45850】；引诱、不撒饵；@阶段=》平钓【星鲑鱼籽|45960】》！《=//预设分级：无错误
stell487,耐心》（！！）21~！华丽@拍水~21！【占位】@专一【深月水盾草|45882】华丽=不撒饵、收藏品、大尺寸、不收集；//预设分级：无错误
stell488,平钓》！！+！！！@拍水16~！【？银河核爆鱼|45856】=1【？银河核爆鱼|45856】；不撒饵、引诱；@阶段=》大鱼》！！！华丽@拍水！！【？银河核爆鱼|45856】@专一【银河核爆鱼|45856】华丽=4【银河核爆鱼|45856】；收藏品、大尺寸、不收集、不撒饵、引诱；@阶段=》大鱼》16~！+！！！华丽@拍水21~！！【占位】@专一【钴铁鱼|45858、银河核爆鱼|45856】华丽=收藏品、大尺寸、不收集、不撒饵、引诱；《=《=//预设分级：有效的
stell489,现在还没有该任务的预设//预设分级：需改进
stell490,大鱼》！！！@拍水~15！！【砷海水螅|45817】=收藏品、大尺寸、不收集、不撒饵、引诱；//预设分级：无错误
stell491,现在还没有该任务的预设//预设分级：需改进
stell492,现在还没有该任务的预设//预设分级：需改进
stell493,平钓》14~！！！三提@拍水全部【占位】=18【任何】；多提；@阶段=》平钓》全部《=//预设分级：需改进
stell494,现在还没有该任务的预设//预设分级：需改进
stell495,现在还没有该任务的预设//预设分级：需改进
stell508,平钓》8+13~！！！三提=回收、多提；//预设分级：有效的
stell508-1,平钓》8+13~！！！三提=回收、多提、银星；//预设分级：有效的
stell509,平钓》~14.5！！@拍水【？小跳肺鱼|45922】=引诱、不撒饵；//预设分级：有效的
stell509-1,平钓》~14.5！！@拍水【？小跳肺鱼|45922】=引诱、不撒饵、银星；//该钓法只能银牌提交，原因是银牌效率高//预设分级：有效的
stell510,平钓》10+20~！！三提=7【明月碧玺原石|45928】；回收、多提；//金牌流程：关闭submit模块→启动ktj钓到7条→再启动ktj钓到7条共14条→使用恩宠&强心剂（如果可用）→制作2次→再启动ktj钓到7条→制作1次//预设分级：无错误
stell511,现在还没有该任务的预设//预设分级：需改进
stell542,平钓》！！@拍水【？月蓝尾鲶|45937】//预设分级：有效的
stell543,平钓》！！//预设分级：有效的
stell544,平钓》！！//预设分级：有效的
法恩娜星球,47//预设分级：非预设
stell965,平钓》全部三提//预设分级：有效的
stell966,大鱼》全部=收藏品、大尺寸；//预设分级：有效的
stell967,大鱼》15.5~！！双提@拍水！！【？33号作品|47430】@专一【33号作品|47430】=引诱；//预设分级：有效的
stell968,大鱼》！！@专一【退火蝾螈|47433】=收藏品、大尺寸、引诱；//预设分级：有效的
stell969,平钓》全部@拍水【任何】//预设分级：有效的
stell970,大鱼》全部=收藏品、大尺寸；//预设分级：有效的
stell971,大鱼》！！=收藏品、大尺寸、引诱；//预设分级：有效的
stell972,平钓》！@拍【？11号作品|47446】=1【11号作品|47446】；引诱；@阶段=》平钓》！！@拍【任何】=引诱；《=//预设分级：有效的
stell973,大鱼》16~！三提@专一【退火鲤|47451】=3【退火鲤|47451】；收藏品、大尺寸、引诱、不撒饵；@阶段=》平钓》全部@专一【退火鲤|47451】=引诱；《=//预设分级：有效的
stell974,平钓》！@拍【任何】=2【任何】；引诱；@阶段=》平钓》！！@拍【任何】=引诱；《=//预设分级：有效的
stell975,大鱼》17~！！三提@专一【任何】双提=3【退火鳐|47459】；收藏品、大尺寸、不撒饵、引诱；@阶段=》大鱼》！！=收藏品、大尺寸、引诱；《=//预设分级：有效的
stell976,大鱼》11.5~！华丽@拍水【？骨蕾丝|47462】@专一【骨蕾丝|47462】华丽=收藏品、大尺寸；//预设分级：有效的
stell977,平钓【宇宙蚯蚓|47684】》~11！=1【珠璃贝|47464】；引诱、不撒饵；@阶段=》平钓》！！@拍【珠璃贝|47464】=1【钴铁宝石|47465】；@阶段=》平钓【黏黏毛虫|47685】》（！！）11~！强力@拍【钴铁宝石|47465】=引诱、不撒饵；《=《=//预设分级：有效的
stell978,现在还没有该任务的预设//预设分级：需改进
stell979,现在还没有该任务的预设//预设分级：需改进
stell980,现在还没有该任务的预设//预设分级：需改进
stell981,现在还没有该任务的预设//预设分级：需改进
stell982,现在还没有该任务的预设//预设分级：需改进
stell983,现在还没有该任务的预设//预设分级：需改进
stell984,现在还没有该任务的预设//预设分级：需改进
stell985,现在还没有该任务的预设//预设分级：需改进
stell986,现在还没有该任务的预设//预设分级：需改进
stell987,现在还没有该任务的预设//预设分级：需改进
stell988,现在还没有该任务的预设//预设分级：需改进
stell989,大鱼》18~！！三提=3【沙坑风筝|47539】；不撒饵、收藏品、大尺寸、无强心剂；@阶段=》平钓全部=无强心剂《=//预设分级：无错误
stell990,现在还没有该任务的预设//预设分级：需改进
stell991,现在还没有该任务的预设//预设分级：需改进
stell992,现在还没有该任务的预设//预设分级：需改进
stell993,大鱼》15~！！华丽@拍！！【夜骨鱼|47610】@专一【胶囊琥珀|47613、胶囊废弃物|47612】华丽=大尺寸、收藏品、引诱、不撒饵；//预设分级：有效的
stell993-1,大鱼》15~！！华丽@拍！！【夜骨鱼|47610】@专一【胶囊琥珀|47613、胶囊废弃物|47612】华丽=大尺寸、收藏品、引诱、不撒饵、银星；//预设分级：有效的
stell994,大鱼》21~！！三提@专一【硝石玫瑰|47637】=引诱、不撒饵、收藏品、大尺寸；//预设分级：无错误
stell995,现在还没有该任务的预设//预设分级：需改进
stell996,大鱼》！！@拍【98号作品|47546】=收藏品、大尺寸、引诱；//预设分级：有效的
stell996-1,大鱼》！！@拍【98号作品|47546】=收藏品、大尺寸、引诱、银星、无强心剂；//预设分级：有效的
stell997,现在还没有该任务的预设//预设分级：需改进
stell998,大鱼》23~！！+！！！@拍！！【类水母|47552】=收藏品、大尺寸、鱼影；//预设分级：有效的
stell998-1,大鱼》23~！！+！！！@拍！！【类水母|47552】=收藏品、大尺寸、不撒饵、鱼影、引诱、银星、无强心剂；@拍水后=》大鱼》23~！！+！！！=收藏品、大尺寸、鱼影、引诱、银星、无强心剂；//预设分级：有效的
stell999,现在还没有该任务的预设//预设分级：需改进
stell1000,现在还没有该任务的预设//预设分级：需改进
stell1001,现在还没有该任务的预设//预设分级：需改进
stell1002,现在还没有该任务的预设//预设分级：需改进
stell1003,现在还没有该任务的预设//预设分级：需改进
stell1004,现在还没有该任务的预设//预设分级：需改进
stell1005,现在还没有该任务的预设//预设分级：需改进
stell1006,现在还没有该任务的预设//预设分级：需改进
stell1037,平钓》！！三提=无强心剂；//预设分级：有效的
stell1038,平钓》！！三提=无强心剂；//预设分级：有效的
stell1039,平钓》！！三提=无强心剂；//预设分级：有效的
空岛模式,//预设分级：非预设
dia1,平钓【云冠浮游虫|30281】》11~！三提=不撒饵、回收；//三提七条所需获得力 ≥ 3450//预设分级：有效的
dia2,平钓【云冠大蚊|30280】》（！！！）15~！三提=不撒饵、回收；//三提七条所需获得力 ≥ 3450//预设分级：有效的
dia3,空天姬预设 第四期重建用的特供雕塑家//预设分级：重定向
dia4,平钓【云冠气球虫|30278】》！！！@拍水~14！！【第四期重建用的不死鱼|32895】=不撒饵、引诱；@拍水后=》平钓》！！！=引诱；//预设分级：有效的
dia5,平钓【云冠红气球虫|30279】》！！！精准@拍水~10.5！【第四期重建用的清澈冰战神|32894】=不撒饵、引诱；@拍水后=》平钓》！！！精准=引诱；//预设分级：有效的
dia6,平钓【云冠大蚊|30280】》！！！精准@拍水~10.5！【第四期重建用的清澈冰战神|32894】=不撒饵、引诱；@拍水后=》平钓》！！！精准=引诱；//预设分级：有效的
dia7,平钓【云冠红气球虫|30279】》！！！@拍水~14！！【第四期重建用的不死鱼|32895】=不撒饵、引诱；@拍水后=》平钓》！！！=引诱；//预设分级：有效的
重定向,//预设分级：非预设
蛋,mf preset 惊喜蛋//预设分级：重定向
蝶,空天姬预设 镜中蝶//预设分级：重定向
水蛇,空天姬预设 隆卡的大水蛇？//预设分级：重定向
帆,空天姬预设 长吻帆蜥鱼//预设分级：重定向
老鼠,空天姬预设 沙里贝涅//预设分级：重定向
螺,空天姬预设 云海蝴蝶螺//预设分级：重定向
普海稀有,11//预设分级：非预设
醉鱼,平钓【磷虾|29715】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》~11！@专一【加拉迪翁鳀鱼|28938】双重=不撒饵、重随；@鱼识=》平钓@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》！！！@拍水~9+16.5！！【猎豹鳗|29723、碧玉头|29719、暗淡鲨|28942】=【醉鱼|29744】；引诱；//预设分级：合格的
小利维亚桑,大鱼【磷虾|29715】@（碧空|1、晴朗|2、阴云|3、薄雾|4、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》~9！！》~14！！=不撒饵、引诱；@鱼识=》平钓【刺螠|29716】@（碧空|1、晴朗|2、阴云|3、薄雾|4、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》10+16.5~16+28.6！！！@拍水【莫莫拉·莫拉|29725】=【小利维亚桑|29745】；引诱；//预设分级：合格的
海流星,大鱼【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14）》~13.5！@拍水【浮冰鱼|29736】》~16.5！！=引诱、不撒饵；@鱼识=》平钓@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14）》~16+28！！！精准@拍水~8+13.5！【海投刀|29718】=【海流星|29747】；引诱；//天气暴雪时前置不可钓//预设分级：合格的
海铠靴,平钓【刺螠|29716】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》7.5~13.5！！@拍水【罗塔诺梭子鰆|29728】@专一【深红钓鮟鱇|29731】=引诱、不撒饵；@鱼识=》平钓【磷虾|29715】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》7+12~10.5+19.5！！！@拍水6~11！！【罗塔诺梭子鰆|29728、深海平鱼|29730】=【海铠靴|29746】；引诱；//预设分级：合格的
谢尔达莱结晶,平钓【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》5.5~10！@专一【金属箱|32057】双重=重随、不撒饵；@鱼识=》平钓【磷虾|29715】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》8+15~13.5+25.5！！！@拍水~7+12！！【龟甲蟹|32055】=【谢尔达莱结晶|32064】；引诱；//预设分级：合格的
素面,平钓【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》！！！@拍水6+10.5~！！【真鲹|32077】=引诱、不撒饵；@鱼识=》平钓【磷虾|29715】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》9.5~14.5！！！@拍水6+10.5~！！【真鲹|32077】=【素面|32084】；不撒饵、引诱；//预设分级：合格的
银杏鱼,平钓【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》6.2~10.5！双重@拍水~6.1！【暗鸦鲀|32095】=3【罗斯利特海带|32096】；不撒饵、多提；@鱼识=》平钓@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10、扬沙|11、热浪|14、小雪|15、暴雪|16）》6+11~10.5+18！！！精准@拍水！【罗斯利特海带|32096】=【银杏鱼|32104】；引诱；//预设分级：合格的
幽暗鲨,平钓【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》9+17~15.5+29！@拍水~4+7！【妖歌贻贝|40522】@专一【诗人的笛子|40527】=引诱；@鱼识=》平钓【刺螠|29716】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》7+12~13+23！！！@拍水6+10~10.5+18！！【箭头乌贼|40523】=【幽暗鲨|40530】；引诱；//预设分级：合格的
水引鱼,大鱼【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》5~9！@拍水【漩涡螺|40542】》6.5~12！！！双提=2【鼠鲨|40548】；重随、多提、不撒饵；@鱼识=》平钓@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》8+15~14+26！！！精准@拍水！【漩涡螺|40542、斑纹虾|40543】=【水引鱼|40550】；引诱；//预设分级：合格的
天之虎,平钓【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》4~7！@专一【深红巨藻|40561】双提=3【深红巨藻|40561】；不撒饵、引诱；@鱼识=》平钓【磷虾|29715】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》9+16~！！！@拍水6+10~10+18！！【暗礁乌贼|40562】=【天之虎|40570】；引诱；//预设分级：合格的
茂鲨,平钓【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》6~10！@专一【平铲鲫鱼|40581】双提=3【平铲鲫鱼|40581】；引诱、不撒饵；@鱼识=》平钓【刺螠|29716】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》9.5+17~！！！@拍水~8+15！！【延夏鳖|40583、延夏蝶鲟|40588】=【茂鲨|40590】；引诱；//预设分级：合格的
冲分幻海,27//预设分级：合格的
ps0111,耐心【石沙蚕|29714】》全部@专一【灵敏舞者|29756】//预设分级：最优化
ps0112,平钓【石沙蚕|29714】》6.5~！三重//预设分级：最优化
ps0114,平钓【磷虾|29715】》7~！三重@专一【浮游碟鱼|29762】三重//预设分级：最优化
ps0215,平钓【刺螠|29716】》7.5~！！三重@专一【浮游翻车鱼|32073】三重//预设分级：最优化
ps0213,平钓【磷虾|29715】》5~！！三重//预设分级：最优化
ps0216,平钓【石沙蚕|29714】》5.5~！三重@专一【歼灭者|32090】三重//预设分级：最优化
ps0315,平钓【刺螠|29716】》7.5~！！三重@专一【浮游翻车鱼|32073】三重//预设分级：最优化
ps0314,平钓【磷虾|29715】》7~！三重//预设分级：最优化
ps0317,平钓【磷虾|29715】》5~！！三重@专一【珍珠爆弹|32109】三重//预设分级：最优化
ps0412,平钓【石沙蚕|29714】》6.5~！三重//预设分级：最优化
ps0411,平钓【磷虾|29715】》~2.9！！三重@专一【人鱼发|29766】三重//预设分级：最优化
ps0413,平钓【刺螠|29716】》！！！三重=引诱；//预设分级：最优化
ps0511,平钓【刺螠|29716】》！！！三重@专一【漏斗鲨|29782】三重=引诱；//预设分级：最优化
ps0512,耐心【石沙蚕|29714】》全部@拍水【太阳神面纱|29760】》全部//预设分级：最优化
ps0514,平钓【刺螠|29716】》！！！三重@专一【处刑者|29770】三重=引诱；//预设分级：最优化
ps0615,平钓【刺螠|29716】》~3.1！！！三重=引诱；//预设分级：最优化
ps0613,平钓【刺螠|29716】》！！！三重=引诱；//预设分级：最优化
ps0616,平钓【刺螠|29716】》7.5~！！！三重@专一【石英锤头鲨|32093】三重//预设分级：最优化
ps0715,平钓【刺螠|29716】》~3.1！！！三重=引诱；//预设分级：最优化
ps0714,平钓【刺螠|29716】》！！！三重@专一【处刑者|29770】三重=引诱；//预设分级：最优化
ps0717,平钓【磷虾|29715】》5.5~！！@专一【刀颚鱼|32113】三重//预设分级：最优化
ps0812,耐心【石沙蚕|29714】》全部@拍水【太阳神面纱|29760】》全部//预设分级：最优化
ps0811,耐心【石沙蚕|29714】》全部@专一【灵敏舞者|29756】//预设分级：最优化
ps0813,平钓【石沙蚕|29714】》6.5~！三重@专一【珊瑚海马|20786】三重//预设分级：最优化
ps0911,平钓【磷虾|29715】》~2.9！！三重@专一【人鱼发|29766】三重//预设分级：最优化
ps0912,耐心【石沙蚕|29714】》全部@拍水【太阳神面纱|29760】@专一【秘银君|29755】》全部//预设分级：最优化
ps0914,平钓【石沙蚕|29714】》3.6~4.5！三重//预设分级：最优化
ps1015,平钓【刺螠|29716】》~7.6！！！三重=引诱；//预设分级：最优化
ps1013,平钓【石沙蚕|29714】》6.5~！三重//预设分级：最优化
ps1016,平钓【刺螠|29716】》7.5~！！！三重@专一【石英锤头鲨|32093】三重//预设分级：最优化
ps1115,平钓【刺螠|29716】》~7.6！！！三重=引诱；//预设分级：最优化
ps1114,平钓【石沙蚕|29714】》3.6~4.5！三重//预设分级：最优化
ps1117,平钓【磷虾|29715】》5~！！三重@专一【珍珠爆弹|32109】三重//预设分级：最优化
ps1212,耐心【石沙蚕|29714】》全部@拍水【太阳神面纱|29760】@专一【秘银君|29755】》全部//预设分级：最优化
ps1211,平钓【刺螠|29716】》！！！三重@专一【漏斗鲨|29782】三重=引诱；//预设分级：最优化
ps1213,平钓【磷虾|29715】》5~！！三重@专一【幻纱披风|29773】三重//预设分级：最优化
ps0121,平钓【磷虾|29715】》！！三重@专一【妮美雅的纺车|40539】三重=引诱；//预设分级：最优化
ps0122,耐心【刺螠|29716】》！！+！！！《【小判鯙|40551】@鱼识=》耐心【磷虾|29715】》~4！！@拍水~5！！！【占位】》！！+！！！=套娃；//琉璃龙//预设分级：最优化
ps0123,平钓【刺螠|29716】》5~！！三重//预设分级：最优化
ps0221,耐心【磷虾|29715】》全部@专一【鲜艳粉红虾|40533、伪装章鱼|40537】//预设分级：最优化
ps0222,平钓【磷虾|29715】》6~！！三重@专一【毒平鲹|40553】三重//预设分级：最优化
ps0224,平钓【石沙蚕|29714】》3.1~！三重//预设分级：最优化
ps0321,耐心【磷虾|29715】》全部@专一【鲜艳粉红虾|40533、伪装章鱼|40537】//预设分级：最优化
ps0322,平钓【磷虾|29715】》6~！！三重@专一【毒平鲹|40553】三重//预设分级：最优化
ps0323,平钓【刺螠|29716】》5~！！三重//预设分级：最优化
ps0421,平钓【磷虾|29715】》~5！！三重//预设分级：最优化
ps0422,平钓【刺螠|29716】》4~6！！三重//预设分级：最优化
ps0424,平钓【石沙蚕|29714】》3.1~！三重//预设分级：最优化
ps0521,平钓【磷虾|29715】》~5！！三重//预设分级：最优化
ps0522,平钓【刺螠|29716】》4~6！！三重//预设分级：最优化
ps0523,平钓【刺螠|29716】》5~！！三重//预设分级：最优化
ps0621,平钓【磷虾|29715】》！！三重@专一【妮美雅的纺车|40539】三重=引诱；//预设分级：最优化
ps0622,耐心【刺螠|29716】》！！+！！！《【小判鯙|40551】@鱼识=》耐心【磷虾|29715】》~4！！@拍水~5！！！【占位】》！！+！！！=套娃；//琉璃龙//预设分级：最优化
ps0624,平钓【石沙蚕|29714】》3.1~！三重//预设分级：最优化
成就普海,5//预设分级：最优化
an011201,平钓【石沙蚕|29714】》~4.5！三重@拍水！！！精准【占位】=不撒饵、大尺寸；//预设分级：最优化
an021501,平钓【磷虾|29715】》~12.1！！=不撒饵、引诱；//预设分级：最优化
an021301,平钓【磷虾|29715】》~17.6！！@专一【蜘蛛蟹|29741】三重=引诱、不撒饵；//预设分级：最优化
an021601,平钓【石沙蚕|29714】》（！！！）14~！三重@拍水4.5~7.6！【占位】@专一【染血抛光蟹|32079】三重=不撒饵；//预设分级：最优化
an031501,平钓【石沙蚕|29714】》11~！！！精准@拍水~9！三重【占位】=不撒饵；//预设分级：最优化
an031502,平钓【刺螠|29716】》12~！！@拍水12.5~！！！精准【占位】=不撒饵、引诱；//预设分级：最优化
an031401,平钓【石沙蚕|29714】》11~15.5！三重@拍水21.5~！！！【占位】=不撒饵；//预设分级：最优化
an031701,平钓【石沙蚕|29714】》12~！三重@拍水~6！【占位】@专一【蜂巢鱼|32098】三重=不撒饵；//预设分级：最优化
an051101,平钓【刺螠|29716】》！！！=引诱、不撒饵；//预设分级：最优化
an051111,平钓【刺螠|29716】》！！！@拍水9+18~！！【青色章鱼|29734、碧玉头|29719】=引诱、不撒饵；//预设分级：最优化
an051401,平钓【刺螠|29716】》21.5~！！！@拍水~21！！！三重【占位】@专一【铬铁锤头鲨|29735】三重=引诱、不撒饵；//预设分级：最优化
an081201,平钓【石沙蚕|29714】》9~16！三重=不撒饵；//预设分级：最优化
an081211,平钓【磷虾|29715】》10+21.5~！！！精准=引诱、不撒饵；//预设分级：最优化
an101501,平钓【刺螠|29716】》12.1~！！三重@拍水12.5~！！！精准【占位】=不撒饵；//预设分级：最优化
an111501,平钓【石沙蚕|29714】》11~！！！精准@拍水~10.5！三重【占位】=不撒饵；//预设分级：最优化
an111401,平钓【石沙蚕|29714】》11~15.5！三重@拍水21.5~！！！【占位】=不撒饵；//预设分级：最优化
an111701,平钓【石沙蚕|29714】》12~！三重@拍水~6！【占位】@专一【蜂巢鱼|32098】三重=不撒饵；//预设分级：最优化
an121101,平钓【磷虾|29715】》（！！！）19.6~！！三重@拍水17~19.5！！【占位】=引诱、不撒饵；//预设分级：最优化
an012101,平钓【磷虾|29715】》9~18！！三重@拍水14~！！！【占位】=大尺寸、不撒饵；//预设分级：最优化
an012201,平钓【刺螠|29716】》13~！！三重@拍水17~！！！精准【占位】=不撒饵；//预设分级：最优化
an012301,平钓【磷虾|29715】》10~17.5！！三重@拍水15.5~！！！【占位】=大尺寸、不撒饵；//预设分级：最优化
an022101,平钓【石沙蚕|29714】》4.5~7！三重=大尺寸、不撒饵；//预设分级：最优化
an022201,平钓【石沙蚕|29714】》15~！三重@拍水17~！！！精准【占位】=引诱、大尺寸、不撒饵；//预设分级：最优化
an022102,平钓【磷虾|29715】》8.5~14.5！三重@拍水13.5~！！！【占位】=大尺寸、不撒饵；//预设分级：最优化
an022202,平钓【石沙蚕|29714】》5.5~9！三重=大尺寸、不撒饵；//预设分级：最优化
an022402,平钓【石沙蚕|29714】》14.5~23.5！三重@拍水17~！！！【占位】=引诱、大尺寸、不撒饵；//预设分级：最优化
